filepath,file_size_mb,modalities_present,num_timesteps,lat,lon
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_31.h5,20.82,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027536,118.082802
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_32.h5,21.83,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050640,118.083038
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_33.h5,21.56,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050640,118.083038
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_34.h5,21.86,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050640,118.083038
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_35.h5,21.33,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050640,118.083038
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_36.h5,22.04,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073742,118.083282
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_37.h5,21.00,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073742,118.083282
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_38.h5,21.35,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073742,118.083282
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_39.h5,21.30,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073742,118.083282
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_4.h5,22.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.097054,118.057220
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_40.h5,22.49,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096844,118.083527
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_41.h5,22.83,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096844,118.083527
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_42.h5,23.10,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096844,118.083527
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_43.h5,22.14,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096844,118.083527
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_44.h5,18.86,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119946,118.083763
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_45.h5,18.37,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119946,118.083763
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_46.h5,18.68,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119946,118.083763
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_47.h5,18.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119946,118.083763
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_48.h5,19.57,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143047,118.084007
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_49.h5,19.58,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143047,118.084007
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_5.h5,21.93,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.097054,118.057220
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_50.h5,20.16,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143047,118.084007
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_51.h5,20.05,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.143047,118.084007
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_52.h5,21.84,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166149,118.084251
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_53.h5,21.65,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166149,118.084251
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_54.h5,22.14,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166149,118.084251
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_55.h5,22.07,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.166149,118.084251
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_56.h5,22.34,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189251,118.084496
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_57.h5,22.18,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189251,118.084496
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_58.h5,22.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189251,118.084496
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_59.h5,22.28,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.189251,118.084496
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_6.h5,22.23,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.097054,118.057220
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_60.h5,22.16,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212353,118.084740
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_61.h5,22.10,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212353,118.084740
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_62.h5,22.07,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212353,118.084740
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_63.h5,22.20,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.212353,118.084740
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_64.h5,21.47,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235455,118.084984
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_65.h5,21.68,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235455,118.084984
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_66.h5,21.50,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235455,118.084984
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_67.h5,21.78,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.235455,118.084984
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_68.h5,19.01,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258556,118.085228
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_69.h5,19.53,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258556,118.085228
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_7.h5,22.55,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.097054,118.057220
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_70.h5,18.46,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258556,118.085228
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_71.h5,19.18,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.258556,118.085228
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_72.h5,21.05,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281656,118.085472
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_73.h5,21.07,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281656,118.085472
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_74.h5,20.75,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281656,118.085472
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_75.h5,21.23,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.281656,118.085472
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_76.h5,20.63,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004221,118.108841
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_77.h5,20.91,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004221,118.108841
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_78.h5,21.06,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004221,118.108841
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_79.h5,20.70,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.004221,118.108841
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_8.h5,20.33,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.120155,118.057457
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_80.h5,20.40,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027323,118.109085
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_81.h5,19.74,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027323,118.109085
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_82.h5,20.24,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027323,118.109085
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_83.h5,20.29,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.027323,118.109085
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_84.h5,21.26,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050425,118.109329
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_85.h5,21.90,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050425,118.109329
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_86.h5,21.64,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050425,118.109329
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_87.h5,21.74,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.050425,118.109329
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_88.h5,20.93,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073526,118.109581
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_89.h5,21.14,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073526,118.109581
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_9.h5,20.06,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.120155,118.057457
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_90.h5,21.43,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073526,118.109581
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_91.h5,21.21,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.073526,118.109581
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_92.h5,20.70,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096628,118.109825
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_93.h5,20.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096628,118.109825
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_94.h5,20.52,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096628,118.109825
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_95.h5,20.38,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.096628,118.109825
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_96.h5,20.53,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119730,118.110077
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_97.h5,20.61,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119730,118.110077
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_98.h5,20.53,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119730,118.110077
/mnt/ht2_nas2/00-model/zhejiang_10_test/sample_99.h5,20.42,sentinel2_l2a|rgb|srtm|lt1|worldcover|landcover_30m|landsat|worldcereal|landcover_1m|sentinel1|sar,15,29.119730,118.110077
